age,income,loan_amount,employment_years,has_previous_loans,credit_score,defaulted_before,approved
40,62979,16545,12,1,674,0,1
45,58503,10664,3,0,699,0,1
48,49460,7322,18,1,686,0,1
22,50266,25765,2,1,693,0,1
21,34082,12721,0,0,752,0,1
43,39986,3750,13,0,687,1,1
27,44984,13013,8,0,615,0,1
36,34989,16249,17,1,660,1,1
64,54593,10627,18,0,688,0,1
40,71332,19141,22,0,630,0,1
69,46370,5265,36,0,685,0,1
56,33035,10599,27,0,727,0,1
37,27918,11201,20,0,716,0,1
46,57136,11535,9,1,676,0,1
18,48838,16621,0,1,645,0,1
46,43596,11407,30,1,761,1,1
60,40193,16712,30,0,693,1,1
23,61515,7850,0,1,663,0,1
61,54527,17672,25,1,666,0,1
26,50798,12379,1,1,551,0,1
26,42860,4435,7,0,713,0,1
50,24412,10727,6,0,702,0,1
25,33730,12315,1,0,587,0,1
68,61517,19528,52,1,685,1,1
57,39050,9369,25,0,723,0,1
49,64181,24114,32,1,757,0,1
64,61655,19822,4,1,726,0,1
22,72654,11280,2,1,685,0,1
51,43493,17469,32,1,692,0,1
22,58258,11705,1,1,742,0,1
25,44844,13920,0,0,697,1,1
48,64513,24906,29,1,602,0,1
35,63851,6103,0,1,722,0,0
47,32648,10125,7,0,663,1,1
19,56395,14944,0,0,613,0,1
33,60615,17275,12,1,620,0,1
37,17427,14567,2,1,674,0,1
57,36548,21905,17,1,615,0,1
38,57190,19672,5,0,657,0,1
21,27318,13930,3,1,672,0,1
36,44545,7643,10,0,599,0,1
28,65093,14440,4,1,749,0,1
48,70174,20699,4,1,702,0,1
68,70677,16292,24,1,687,0,1
38,61879,15454,18,0,663,0,1
26,65502,17703,9,0,716,0,1
46,53696,9290,24,0,677,0,1
28,33640,8495,6,1,685,0,1
38,98537,15698,1,1,712,1,1
63,72124,6612,2,1,648,0,1
39,54016,17383,0,0,656,0,1
54,54895,15473,7,1,724,0,1
56,20208,23953,20,1,720,1,1
30,23877,9846,11,0,674,0,1
45,59563,21026,2,0,594,0,1
34,64240,10223,9,0,624,0,1
44,55326,16303,17,0,711,0,1
51,24827,17268,5,0,626,0,0
39,51194,10665,23,0,705,0,1
66,47354,8709,43,0,738,0,1
42,29842,22155,18,1,789,1,1
32,44381,15871,3,1,641,0,1
54,42320,17537,6,1,735,0,1
23,46756,4512,3,0,610,0,1
64,45742,11765,0,0,721,0,1
49,55091,11353,13,1,672,0,1
40,39955,15434,21,0,650,0,1
66,35853,10643,3,1,670,1,1
40,52482,17695,13,0,645,0,1
55,45285,15569,20,1,737,0,1
32,41195,18963,11,0,733,1,1
55,66403,19577,4,1,719,1,1
28,42001,11972,11,0,630,0,1
18,43735,19403,2,0,782,0,0
53,60425,12587,13,1,771,0,1
32,63700,15451,4,0,673,0,1
43,32890,17617,11,1,711,0,1
29,72091,11315,13,0,628,0,1
53,57012,20164,13,1,699,0,1
19,23397,19726,1,0,666,0,1
52,61646,6660,35,0,593,1,1
28,51947,14551,8,0,610,0,1
66,68457,17097,23,0,746,0,1
27,38871,16293,7,0,647,0,1
20,52364,20046,2,0,660,0,1
30,56245,8952,7,0,711,0,1
66,60659,12368,2,0,649,0,1
57,52858,23598,41,0,664,0,1
62,40277,12465,30,1,637,0,0
60,57210,12523,40,1,659,0,1
32,26198,11389,5,0,726,0,1
40,59051,14437,17,0,692,0,1
47,59986,18839,2,1,600,0,1
18,70173,13260,0,1,726,0,1
50,91459,8116,34,1,577,0,1
54,69664,24867,30,0,757,0,1
56,69391,14228,23,0,737,0,1
42,36662,13634,22,0,712,0,1
57,36832,23086,18,1,689,0,1
52,37030,5284,13,0,672,0,1
32,56686,16367,9,0,681,0,1
51,36805,17459,27,0,616,0,1
31,26168,9363,9,0,747,0,1
25,65518,13643,7,0,705,0,1
29,37774,19913,0,0,651,0,1
46,29676,11947,16,1,805,0,1
65,59894,23681,39,0,615,0,1
51,12584,20801,17,0,692,1,1
21,52643,13100,5,0,685,0,1
46,50138,5380,0,1,674,0,1
30,59463,20155,1,0,747,0,1
24,40324,15238,7,1,629,0,1
20,77255,20002,0,1,661,0,1
34,40649,11755,7,1,703,0,0
33,53486,8683,11,1,660,1,1
47,18400,16719,24,0,673,1,1
48,80942,24029,11,0,838,0,1
57,41403,23054,6,1,695,0,0
40,25660,8857,12,0,631,1,1
19,50699,27450,1,1,695,0,1
61,33726,17073,33,1,767,0,1
30,43554,17926,8,1,654,0,1
44,36800,15954,19,1,702,0,1
44,72429,18810,18,0,660,1,1
52,42231,10439,16,0,776,0,1
25,52413,9330,4,0,650,0,1
33,40324,21238,8,0,605,0,1
26,13930,16804,3,1,708,0,0
43,66853,15747,0,1,625,0,1
31,36417,17529,11,0,666,0,1
48,50037,19405,3,1,560,1,1
44,55549,18017,26,1,704,0,1
63,59464,11206,36,1,755,1,1
49,33748,17272,17,1,615,0,1
18,59758,9455,1,0,618,1,1
30,59213,4363,13,1,658,0,1
48,45137,12962,32,0,641,0,1
46,69508,12146,10,1,619,0,1
38,31001,23724,8,0,591,0,0
65,54638,19891,32,1,675,0,1
23,45037,7058,5,0,633,0,1
31,56259,5344,3,1,610,0,1
25,45527,15557,3,0,759,0,1
19,57104,20481,1,0,699,0,1
37,57833,12780,20,1,685,0,1
51,60079,18028,6,1,550,0,1
41,57340,7407,20,1,618,0,0
57,32226,11948,7,1,734,0,1
56,76271,18882,35,1,637,0,1
59,54375,8796,27,0,656,0,1
59,52370,12893,7,1,636,1,1
24,72867,20990,4,1,753,0,1
64,73930,19901,24,1,659,0,1
68,38339,7829,30,1,621,0,1
45,21570,13151,5,1,741,0,1
66,63376,10492,11,0,677,0,1
44,75801,13272,21,1,693,0,1
46,40177,13309,5,0,656,0,1
52,32305,1984,4,1,715,0,1
21,52564,17999,2,0,672,0,1
55,58192,16165,12,0,625,0,0
56,37665,12107,33,1,644,0,1
64,42889,7995,6,1,794,0,1
19,62934,15537,3,0,625,1,1
32,67639,20646,14,1,658,0,1
31,48155,9175,5,0,661,0,1
31,63790,9943,12,1,654,0,1
69,47585,12739,16,0,736,0,1
45,32796,12122,10,1,647,0,1
21,60533,17437,4,0,678,1,1
68,35636,15252,11,1,567,0,1
58,70807,11996,21,1,761,0,1
54,26906,13973,2,0,702,0,1
47,47884,22279,13,1,672,0,1
31,47608,7091,12,0,728,0,1
37,40761,19250,15,1,702,0,1
25,61779,16795,5,0,690,1,1
27,57625,24172,11,0,662,0,0
32,71682,11766,3,1,689,0,1
45,35110,13451,12,0,647,0,1
33,46762,4070,8,1,690,0,1
47,83224,6893,22,1,686,1,1
49,60192,16923,8,0,726,1,1
43,49596,18178,23,1,737,1,1
38,25816,14586,18,1,672,0,1
36,38216,19267,14,1,753,0,0
62,69202,14201,9,1,656,0,1
19,56186,6676,3,1,593,0,1
49,36885,12327,13,0,680,1,1
59,83085,12007,1,0,816,0,1
50,72234,18642,7,1,671,0,1
52,60733,17321,18,1,665,0,1
31,69663,16734,15,0,768,0,1
65,41241,11527,22,0,629,0,1
53,55533,10199,6,1,661,1,1
63,51477,19546,25,1,690,0,1
32,69325,16677,6,0,667,0,1
51,60048,17839,29,0,655,0,1
56,60686,2779,39,1,638,0,1
60,53425,21106,36,0,649,0,1
47,62735,15497,4,0,795,0,1
29,69695,22236,4,1,600,0,1
41,52870,13308,21,1,667,0,1
42,65144,14270,18,1,670,1,1
45,57938,7252,0,1,656,0,1
50,80043,6942,3,1,707,0,1
21,30784,21245,3,0,672,0,1
62,49135,17756,11,1,642,0,1
36,65112,16622,9,0,708,0,1
25,61953,2751,0,1,722,0,1
60,64696,14498,31,0,646,0,1
34,79241,9526,11,1,757,0,1
27,53519,15022,7,1,598,0,1
68,46474,10356,36,1,786,0,1
42,59007,13829,2,0,638,0,1
42,37679,17809,15,1,696,0,1
44,54944,5161,11,1,721,0,0
62,61788,17364,40,1,702,0,1
48,56663,16720,16,1,629,0,1
62,47239,18850,7,0,744,0,1
42,53300,19634,18,0,648,0,1
56,75235,22820,1,1,635,0,1
56,47348,19488,18,0,797,0,1
35,36006,14094,8,1,664,0,1
49,47377,16402,0,0,658,0,1
33,62300,12864,14,0,737,0,1
39,58963,6192,4,1,710,0,1
54,32550,16741,6,1,677,0,1
35,43897,16827,4,0,707,0,1
53,30081,16663,3,0,597,0,0
42,59956,17087,13,1,691,0,1
56,30265,24069,36,1,746,1,1
42,47652,6769,7,0,694,1,1
50,61098,10329,28,1,737,0,1
54,47343,12536,35,1,683,1,1
49,49685,14682,11,1,684,1,1
51,8779,14260,15,0,686,0,1
41,74866,6034,14,0,574,0,1
28,59608,12316,2,0,638,0,1
55,51563,14225,21,0,643,1,1
37,52567,15733,11,0,649,0,1
24,76749,19083,1,0,695,0,1
43,60920,4081,13,1,729,0,1
55,50999,24904,9,0,666,0,1
19,71504,11379,3,0,737,1,1
47,54622,23810,11,0,589,0,1
33,51103,8582,5,1,652,1,1
38,62262,10439,2,0,604,0,0
46,71276,12458,17,1,686,0,1
43,53528,14994,14,0,661,0,1
57,39193,16521,38,1,660,0,1
63,50364,20620,6,1,679,0,1
57,82353,10586,3,0,726,0,1
38,44239,10754,6,0,789,0,1
36,68972,18336,18,0,695,0,1
61,56859,12738,23,1,616,1,1
28,54203,12589,11,0,609,0,1
29,64875,16788,4,1,775,0,1
49,55436,14629,27,1,692,0,1
40,48663,16963,17,1,651,0,1
45,30217,8344,15,1,670,0,1
66,62679,16726,19,0,756,0,1
38,58076,16586,16,0,705,0,1
68,69271,11620,37,0,588,0,1
49,69037,10456,30,0,631,0,1
42,26162,13285,6,0,617,0,1
53,49252,20993,35,0,623,1,0
64,57593,14718,8,0,635,0,1
64,34597,25357,17,0,718,0,1
33,36910,18754,8,0,695,0,1
45,25880,12762,9,1,805,1,1
54,37860,28989,18,1,666,1,0
18,46416,18998,0,0,681,1,1
46,48079,12456,13,1,718,0,1
24,89285,22026,8,1,731,0,1
55,49769,17047,25,0,667,0,1
52,53086,17772,25,1,682,1,1
52,65969,15453,30,1,589,0,1
65,44317,12940,26,1,582,0,1
26,33198,17665,3,0,651,0,0
59,57058,13974,0,1,715,0,1
65,39165,17033,32,1,656,0,1
57,38522,15094,20,1,674,0,1
59,45091,13147,33,1,658,0,1
45,72781,11430,3,0,766,0,1
44,57718,14785,20,1,740,0,1
55,62286,12970,30,0,721,0,1
65,67836,24921,12,1,636,0,1
39,25787,19667,14,0,766,0,1
69,50119,26947,30,1,683,0,1
52,21371,17727,29,1,644,0,1
23,49876,18049,2,1,720,1,1
53,33992,12331,11,0,694,0,1
30,66736,12189,13,0,694,0,1
27,64071,15568,9,1,669,0,1
68,63407,15724,26,1,700,0,1
27,53429,6716,3,1,705,0,1
26,57092,13151,9,0,639,0,1
25,39984,15841,2,0,611,0,1
45,50630,16586,11,0,746,0,1
62,39471,11318,3,1,677,0,1
27,58759,18689,10,0,578,0,1
32,45285,9804,15,0,637,0,1
64,46941,18804,28,0,631,0,1
35,49852,18500,5,0,658,0,1
48,41045,13807,16,0,740,0,1
41,58645,20802,15,0,641,0,1
60,46385,10698,32,0,660,0,1
55,52376,16877,30,1,626,0,1
62,79072,9360,3,1,717,0,1
42,51262,25575,6,0,742,0,1
54,44335,21547,27,0,603,0,1
29,71664,5324,1,1,595,0,1
42,23105,21998,25,0,661,0,1
51,49220,10893,8,0,591,0,1
35,53701,6622,19,1,741,0,1
28,55336,22305,0,1,688,0,1
28,70226,16396,10,1,686,0,1
42,37283,12977,24,1,742,0,1
42,52881,14489,19,1,680,0,1
25,73596,10004,3,0,669,0,1
60,48616,15935,30,0,690,1,1
32,75401,16936,2,1,690,0,1
29,40130,14200,10,0,657,0,1
48,39667,22937,7,0,713,0,1
33,63105,20291,14,1,689,0,1
63,61534,18009,30,1,617,0,1
67,68320,10653,26,1,612,0,1
63,60430,12304,14,1,708,0,1
33,43586,21024,4,0,643,0,1
66,37484,18347,5,0,677,0,1
46,49300,21427,19,0,808,0,1
34,70410,22047,4,1,621,0,1
35,42412,13365,0,0,591,0,0
67,46682,14078,28,1,695,0,1
55,77260,13461,8,1,616,0,1
58,61499,2428,2,1,717,0,1
30,55178,14902,12,1,635,0,1
63,67242,10948,8,1,713,0,1
45,47488,8819,19,1,677,0,1
20,54928,10890,0,0,707,0,1
35,36891,9279,3,0,665,0,1
53,45526,20934,26,0,677,1,1
69,64066,19064,27,0,675,0,1
35,51952,17009,2,0,704,0,1
31,37552,15451,14,1,704,1,0
56,53943,15100,29,0,681,0,1
52,37348,17815,1,0,614,0,1
30,71615,21408,10,0,604,0,1
47,49873,16173,17,1,639,0,1
67,55604,11583,15,0,694,0,1
64,23806,13861,44,0,595,0,0
36,41693,25863,12,1,735,0,1
40,61316,11580,3,0,796,1,1
22,66538,17596,3,1,674,0,0
29,32380,21534,11,1,677,0,1
25,33266,18644,9,1,713,0,1
61,63120,18162,6,1,676,1,1
37,49103,18569,14,0,678,0,0
53,40260,16360,11,1,651,0,0
28,56860,15654,0,1,680,0,1
27,45016,12749,1,0,769,1,1
40,60594,19007,15,1,759,0,1
31,65200,12019,9,1,712,0,1
28,29409,12733,1,1,633,1,1
46,58959,10431,20,1,642,0,1
60,79688,15576,40,0,696,0,1
46,58088,13809,7,1,732,1,1
19,65709,14221,1,1,617,0,1
63,73133,12312,5,1,637,0,1
59,53569,19529,1,1,618,0,1
27,64657,5626,7,0,693,0,1
48,70676,3136,7,1,697,0,1
62,36635,23368,16,0,643,0,1
57,30177,11557,25,0,639,1,1
42,53319,13012,2,0,718,0,1
18,40490,29975,0,0,711,0,1
61,51719,18131,44,1,784,0,1
21,39557,12528,2,1,680,0,1
62,12959,18900,37,0,560,1,1
48,21483,20756,13,1,681,0,1
32,35088,13425,3,0,648,0,1
56,59620,17566,32,0,658,0,1
23,42220,14901,6,0,665,0,1
48,34592,8883,9,0,647,0,1
48,52227,13324,9,0,695,0,1
59,45164,7319,19,0,662,0,1
19,56431,18491,2,0,638,0,1
58,19558,12822,40,0,683,0,1
28,29892,14169,11,1,665,0,0
64,63230,18230,42,1,642,0,1
60,35777,16248,10,1,699,0,1
37,55236,15479,8,0,653,0,1
48,88432,10678,18,0,653,0,1
63,42113,6340,35,1,724,0,1
57,70851,16188,26,1,627,0,1
40,64783,15624,10,1,695,0,1
30,30443,17250,7,0,638,0,1
29,52163,13764,13,0,658,0,1
35,62831,17522,12,1,684,0,1
39,42633,17720,9,0,637,0,1
53,63171,8793,17,0,734,0,1
35,42813,12298,4,0,743,0,1
69,50533,975,27,1,693,0,1
35,43760,16480,9,1,651,1,1
61,52973,21927,14,1,702,0,1
57,50171,24079,36,1,659,0,1
33,66896,11320,17,1,796,0,1
51,54119,710,35,1,654,0,1
36,37146,12520,17,1,627,0,1
51,52192,20114,13,1,610,1,1
44,30994,22424,21,1,666,0,1
48,38535,10365,1,0,718,0,1
45,51855,13166,11,0,682,0,1
24,35583,17130,8,0,708,1,1
38,45954,13787,2,0,691,0,1
28,55311,21242,1,1,728,0,1
41,65463,17737,13,1,700,0,1
28,30154,22524,9,0,644,0,1
62,68080,10964,4,1,661,0,1
30,58820,16002,2,0,580,0,1
23,50868,16243,3,1,648,0,1
35,53441,7857,16,1,766,0,1
39,57111,13674,5,1,680,0,1
42,38146,14330,4,1,718,0,1
68,58153,9599,31,0,606,0,1
32,55576,19814,1,0,650,0,1
51,34439,16176,26,0,587,0,1
34,44480,15588,5,1,647,0,1
34,50538,13529,3,0,733,0,1
56,82650,15837,39,0,653,0,1
40,1411,11939,24,0,645,0,1
28,45866,15567,11,0,743,0,1
29,27673,20945,2,1,719,0,0
39,49211,14359,3,0,672,0,1
35,60420,16553,1,0,684,0,1
29,73603,8722,0,0,617,0,1
68,48777,18955,19,0,583,0,1
25,47385,15011,6,0,687,0,1
49,86506,10367,22,0,733,0,1
32,70047,16265,12,0,693,0,1
20,52162,15292,0,1,648,0,1
33,32067,14834,3,0,703,0,1
56,42903,19700,9,1,684,0,1
37,50876,18310,14,1,681,1,1
19,48256,7716,1,0,647,0,1
61,73012,12652,39,0,653,0,1
31,61788,9517,1,1,650,1,1
47,48694,9743,9,0,722,0,1
52,71103,19827,21,0,590,1,1
51,55245,9617,20,0,776,0,1
67,74547,17087,32,0,688,0,1
67,61653,16021,38,0,677,1,1
53,66298,19108,16,1,719,0,1
21,62344,7693,0,1,694,0,1
48,86697,14456,18,0,692,0,1
57,45144,14321,7,1,755,0,1
21,86504,9289,3,0,740,0,1
67,58309,25483,49,1,602,1,1
64,33215,15252,27,1,660,1,1
51,41360,20656,11,1,679,0,0
31,67031,10541,0,0,731,1,1
60,45178,12848,38,1,585,1,1
67,43307,22193,48,1,673,1,0
22,66617,12390,3,1,591,0,1
48,63847,10231,30,1,660,0,1
36,54347,14785,2,0,645,1,1
64,57333,13248,5,0,678,0,1
18,38784,17203,2,1,721,0,1
65,53850,14425,2,1,631,0,1
49,37331,16404,20,1,712,0,1
51,55675,19134,35,0,671,0,1
32,46520,18490,13,0,666,0,1
59,56485,9683,23,0,680,0,1
37,24531,16380,11,0,699,0,1
55,69586,22012,28,0,688,1,1
62,49994,21508,46,0,743,0,1
37,59769,19561,18,1,642,0,1
18,76353,18545,1,0,772,0,1
21,51122,16110,0,0,643,0,1
32,60994,15434,0,1,695,0,1
59,55280,9881,25,0,630,0,1
49,58709,12725,10,0,739,0,1
37,72522,14193,9,1,650,0,1
68,58936,14841,50,1,658,0,1
23,67271,8862,7,0,700,0,1
36,32393,17502,7,0,720,0,1
29,53106,13199,9,0,742,0,1
58,33633,21136,24,0,603,0,1
18,21044,10432,2,1,650,0,1
31,50746,15411,0,0,669,0,1
46,40403,21527,29,0,704,0,1
37,62614,16768,1,1,694,1,1
40,37989,14335,3,0,609,0,1
66,36271,17778,38,1,755,0,1
43,50331,17909,27,1,717,1,1
29,47644,14920,8,0,618,1,1
18,39770,4407,0,0,648,0,1
45,55344,11815,23,0,681,1,1
53,47498,13986,14,0,721,0,1
52,32521,6301,17,0,666,0,1
34,32762,13491,18,1,761,0,1
20,61023,19164,4,1,621,0,1
48,43209,24571,17,0,667,0,1
66,58158,20085,27,0,798,0,1
49,50044,19758,29,0,670,0,1
39,48044,14982,20,1,613,0,1
34,22683,16742,3,1,717,0,1
66,50876,22450,7,1,667,0,1
57,35272,10620,22,1,597,0,1
57,36970,12738,7,1,747,0,1
47,76988,18749,19,1,743,0,1
28,61175,14350,8,0,681,0,1
28,34385,18518,4,0,762,0,1
28,38290,21410,11,0,797,0,1
68,39594,6364,13,0,672,0,1
60,48154,13815,28,0,600,0,1
29,20371,13257,7,0,654,0,1
43,64318,18839,11,1,684,0,1
68,45915,8426,17,0,615,0,1
52,77938,18049,1,0,657,1,1
62,29282,13571,45,0,699,1,1
39,16325,13857,9,1,786,1,1
61,39835,26861,6,0,634,0,0
67,23054,14896,14,1,718,0,1
31,84647,11275,4,0,607,0,1
58,68473,17491,21,1,629,0,1
58,61154,14648,11,1,648,0,1
40,54683,16953,21,1,629,0,1
22,73950,23890,0,1,647,1,1
45,69147,22776,16,0,684,0,1
38,54055,13083,11,1,635,0,1
67,36738,12859,38,0,710,0,1
26,68843,14214,8,1,681,0,1
63,68075,20590,1,1,646,0,1
46,52997,12303,2,1,710,0,1
30,39647,13423,6,0,620,0,1
56,82857,15511,11,0,624,0,1
19,49814,16109,3,0,694,0,1
45,69906,14997,10,1,694,1,1
38,42347,1812,3,0,671,0,1
59,78169,26573,37,0,557,1,1
22,56744,22666,5,0,699,0,0
25,34343,21175,4,0,633,1,1
64,63190,13354,40,0,718,1,1
36,44222,18630,20,0,631,0,1
35,50963,15861,17,1,729,0,1
19,29407,15748,2,1,673,0,1
57,26546,11178,6,0,737,1,1
20,8526,13133,0,1,658,0,1
20,53212,15843,4,0,689,0,1
35,26001,12408,0,0,682,0,1
67,56754,13418,15,1,694,0,1
53,75569,15171,14,0,667,0,1
32,35695,12198,12,1,690,0,1
39,90894,16313,22,1,674,0,1
21,42083,15738,0,0,740,0,1
23,50452,16519,3,1,739,1,1
36,44690,16508,11,1,693,0,1
48,24761,22734,4,1,653,1,1
31,44413,19336,14,1,633,0,1
38,41972,12873,13,0,714,1,1
21,57118,20608,0,1,771,0,1
37,45580,11327,21,0,726,0,1
18,43816,19749,1,1,701,0,1
28,30666,11462,8,1,660,0,1
37,40981,18935,8,0,695,0,1
33,57480,23161,5,0,711,1,0
56,57273,17077,27,0,586,0,1
43,49625,24716,7,0,624,1,0
59,32465,17428,34,0,645,0,1
38,37449,16239,21,0,616,0,1
55,51779,9045,6,0,567,0,1
22,50316,20005,6,0,654,0,1
32,85532,19916,16,1,691,0,1
51,30510,11830,16,1,705,0,1
60,69846,13339,26,1,674,0,1
22,49728,5628,4,1,623,0,1
47,47104,10270,11,0,608,1,0
42,35590,13848,15,1,724,0,1
67,53074,24752,28,1,659,0,1
30,33803,8985,5,1,627,1,1
39,42598,-240,2,0,722,0,1
26,45065,2754,3,1,735,0,1
57,46054,24502,3,1,706,1,1
56,66307,5837,37,0,682,0,1
60,56396,23468,18,1,756,0,1
55,63785,17823,17,0,579,0,1
21,39318,18505,2,1,668,0,1
46,63068,11520,4,0,653,0,1
21,63420,17751,4,1,646,0,1
38,57389,18640,12,0,755,0,1
68,35276,20748,48,0,643,0,1
49,77000,12711,30,1,688,1,1
50,45813,13369,14,1,649,0,1
33,46627,8555,0,0,719,0,1
47,51705,18544,1,1,700,0,1
53,79061,21149,19,0,659,0,1
21,51132,19456,4,1,698,0,0
59,56508,19362,23,0,627,0,1
28,19079,11810,8,1,625,0,1
31,41670,8001,5,0,729,0,1
52,67182,10161,24,1,660,0,1
69,27929,4423,33,0,592,0,1
66,19984,6087,28,1,700,0,1
32,30484,20889,1,1,755,0,1
57,70347,16126,11,1,718,0,1
19,16047,22066,1,1,597,0,1
43,72160,17032,8,0,763,0,1
54,32245,11261,8,1,668,0,1
69,41671,12916,12,0,628,1,1
24,65239,20158,3,1,636,0,0
59,36298,11040,8,0,708,0,1
29,56769,20296,1,1,769,0,1
48,28640,18727,10,0,673,0,1
40,33175,15988,5,0,748,1,1
57,31331,21547,38,0,715,0,1
68,48888,17863,52,1,667,0,1
43,48571,20510,1,1,661,0,1
29,79095,16201,5,1,706,1,1
59,44210,18476,27,0,645,0,1
58,56923,11811,11,1,667,0,1
34,51268,12756,7,1,664,0,1
67,59655,8876,42,1,628,0,1
45,53150,13672,0,0,713,0,1
49,70668,16886,32,0,702,0,1
34,25032,8533,1,0,612,1,1
44,37466,17346,19,0,707,0,1
22,47208,16408,1,1,696,0,1
33,59519,11193,8,0,682,0,1
36,51418,9816,17,1,611,0,1
48,59708,31324,7,0,737,0,1
20,72550,19907,3,0,652,0,1
59,62922,14954,8,0,692,0,1
34,20928,8825,5,0,712,0,1
47,54183,10766,1,1,692,0,1
60,30508,8681,31,1,655,0,1
54,65289,11653,1,0,691,0,1
53,42216,29644,9,0,627,0,1
28,32841,17821,1,0,671,0,1
46,39411,27590,4,1,692,0,1
22,49842,20423,6,1,670,0,1
48,37774,7279,5,0,649,0,1
19,56976,15861,3,1,679,0,1
25,87883,8300,7,0,672,0,1
52,44831,15344,30,1,760,0,1
30,53569,8481,6,1,690,0,1
29,35828,17231,0,1,676,0,1
40,64611,19065,21,0,690,0,1
18,82725,14281,2,1,739,0,1
27,44077,23705,8,0,652,0,1
53,68835,18203,24,0,691,0,1
18,43189,19665,1,0,704,0,1
28,79662,14261,4,0,689,0,1
28,22062,13808,3,0,584,1,1
56,63365,18615,32,1,692,0,1
54,65336,11539,33,1,613,0,1
68,44215,14151,9,1,679,1,0
21,42277,10346,3,0,725,1,1
33,54009,11809,6,0,610,0,1
59,64112,10420,29,0,742,0,1
24,46304,18737,3,0,689,0,1
53,33454,8822,20,1,655,0,1
63,47461,20030,3,1,680,0,1
63,52939,19352,25,1,682,1,1
20,31976,8409,0,1,706,0,1
34,31965,10081,10,0,702,0,1
67,40378,17079,16,1,736,0,1
65,34349,13920,48,0,656,0,1
49,71698,13527,14,0,561,1,1
35,65509,15443,18,0,648,0,1
65,61004,14624,39,0,741,0,1
52,42874,13584,2,0,657,0,1
54,62115,18513,35,1,613,0,1
39,40029,17395,23,0,603,0,1
23,68861,11790,3,1,646,0,1
40,44873,19200,4,1,690,0,0
44,54429,9882,23,0,697,0,1
62,62992,13829,11,1,672,0,1
62,62311,10413,12,1,697,1,1
23,77601,11963,3,1,618,1,1
46,47385,17809,6,1,688,0,1
26,52947,20681,0,1,662,0,1
45,58433,21095,2,0,688,0,1
53,52918,4085,2,0,657,1,1
66,65905,20070,49,1,710,1,1
22,58496,14753,0,0,681,0,1
23,58933,16002,6,1,619,0,1
34,41142,17148,18,1,655,0,1
25,44796,16203,8,0,685,0,1
23,31797,13940,3,1,621,0,1
35,77499,10711,17,0,690,0,1
26,78170,14985,10,0,701,0,1
55,57430,7403,11,1,605,0,1
52,72050,14606,36,1,571,1,1
42,37136,13333,10,1,595,1,1
23,28652,16209,7,0,784,0,1
48,37808,21147,27,0,795,0,1
28,70792,13119,10,0,591,0,1
42,55082,14352,9,1,609,0,1
56,47430,8464,28,1,695,0,1
24,44024,24880,5,1,776,1,1
42,60276,19636,6,0,710,0,1
21,63390,12839,0,1,691,0,1
28,80724,17300,3,0,756,0,1
29,68556,23361,11,0,640,0,1
57,19589,11095,31,1,714,0,1
66,46842,16550,46,0,703,0,1
52,39174,8997,11,1,760,1,1
23,50456,16544,3,0,751,0,1
30,66235,17723,5,1,676,0,1
30,39414,11279,6,0,703,0,1
38,33722,11558,22,1,629,0,1
39,58948,13706,6,1,640,0,1
63,71841,26817,9,1,702,0,1
36,58777,7357,11,0,734,0,1
57,72780,17954,8,1,643,0,1
50,23744,14146,31,0,674,0,1
46,60093,14042,0,1,618,0,1
28,49293,24357,0,1,610,0,1
23,66275,19154,1,1,703,0,1
33,85474,24983,4,1,690,0,1
41,34427,12710,7,1,661,0,1
21,13757,16418,2,1,763,0,1
19,32166,18587,1,1,676,0,0
66,29031,12334,42,0,740,0,1
18,49520,13985,0,0,629,0,1
31,54421,10736,4,0,648,0,1
52,36113,21276,9,1,650,0,1
24,71476,18023,3,1,694,0,1
23,26283,16284,6,0,725,0,1
20,50202,8014,3,1,659,0,1
23,60201,18607,4,1,674,0,0
60,43656,23851,0,0,785,0,1
33,19266,10558,2,1,602,0,1
57,37690,23997,31,1,672,0,1
29,49407,15503,13,1,606,0,1
49,32263,17292,29,0,681,0,1
24,45193,10534,3,1,602,1,1
66,77053,16888,18,1,690,1,1
47,42255,18805,17,0,677,0,1
54,53344,18481,32,0,550,0,1
59,28982,9196,13,0,581,0,1
58,78698,8811,11,1,584,0,1
35,57811,16919,1,1,634,0,1
19,41334,20444,2,1,678,0,1
37,33552,13440,19,1,708,1,0
63,47224,11384,23,0,631,0,1
53,41509,8599,31,0,766,0,1
18,45561,18247,0,1,727,0,1
24,50460,20962,2,1,711,0,0
32,41854,15622,16,0,676,0,1
41,48187,16184,19,0,698,0,1
63,49703,30172,41,0,673,0,1
21,55934,16167,2,1,626,0,1
38,56431,26353,19,1,602,0,1
20,15337,14661,3,1,734,0,1
66,33976,7812,37,0,754,0,1
45,54508,13437,19,0,709,1,1
50,38254,6150,16,0,629,0,1
19,50566,18805,2,0,631,0,1
18,53664,12485,0,0,775,0,0
20,40153,21652,2,0,601,0,0
55,56816,7466,14,1,744,1,1
25,62808,11015,9,1,679,0,1
68,67308,10606,35,1,707,0,1
22,27648,8024,4,0,686,0,1
47,24578,7481,5,0,739,0,1
50,52958,5589,7,1,658,1,1
27,56721,7602,1,1,658,0,1
61,45631,15015,35,1,666,0,1
35,67830,21755,2,0,597,0,1
26,69826,16572,6,0,654,0,1
35,72148,22624,12,0,647,0,1
40,75759,14757,11,1,588,1,1
